000758237932|Wozniak, Stephen|1000000.0|02/21/11|25000.0|Test2|4000.0|0.0|850000.0
008677873459|Chasez, J.C.|325000.0|01/6/11|13000.0|Test2|3777.0|0.0|300000.0
045919807798|McCartney, Paul|800000.0|01/1/11|17000.0|Test2|9000.0|0.0|765000.0
082457272778|Schafer, Tim|400000.0|02/14/10|15000.0|Test2|7000.0|0.0|325000.0
089849736856|Markle, Andrew|300000.0|03/26/11|8000.0|Test2|2250.0|0.0|280000.0
091839359896|Mickey, Ryan|350000.0|03/26/11|3200.0|Test2|2250.0|0.0|275000.0
098641659012|Morrison, James|650000.0|03/26/11|14500.0|Test2|3500.0|0.0|589000.0
107219353005|Darwin, Charles|170000.0|03/26/11|12000.0|Test2|1250.0|0.0|140000.0
107647808701|Carter, Nick|1500000.0|03/26/11|14000.0|Test2|12000.0|0.0|1350000.0
174496404429|Edison, Thomas|164000.0|03/26/11|11500.0|Test2|1005.0|0.0|142000.0
177591636840|Gates, Bill|1250000.0|03/26/11|35000.0|Test2|15000.0|0.0|1000000.0
182275810879|Oppenheimer, J. R.|435000.0|03/26/11|9000.0|Test2|3025.0|0.0|425000.0
196584790307|Mickey, Travis|250000.0|03/26/11|7500.0|Test2|1200.0|0.0|225000.0
238775487490|Harrison, George|500000.0|03/26/11|15000.0|Test2|7000.0|0.0|325000.0
247860148883|Kirkpatrick, Chris|300000.0|03/26/11|11500.0|Test2|2890.0|0.0|265000.0
254883545119|Bass, Lance|250000.0|03/26/11|11000.0|Test2|3000.0|0.0|230000.0
261832606017|Stevens, Cat|425000.0|03/26/11|10000.0|Test2|2780.0|0.0|375000.0
284525424804|Tesla, Nikola|300000.0|03/26/11|8000.0|Test2|3500.0|0.0|290000.0
338988118896|Jobs, Steven|1200000.0|03/26/11|30000.0|Test2|25000.0|0.0|1000000.0
349229307329|Beckham, Victoria|1500000.0|03/29/11|13000.0|Test2|17500.0|0.0|1350000.0
375813251442|Hendrix, Jimi|845000.0|03/26/11|16500.0|Test2|4750.0|0.0|800000.0
385992154926|Richardson, Kevin|250000.0|03/26/11|9000.0|Test2|2050.0|0.0|180000.0
393366822516|Teach, Edward|150000.0|03/26/11|200000.0|Test2|1400.0|0.0|75000.0
399269451934|Ballmer, Steven|1450000.0|03/26/11|29000.0|Test2|20000.0|0.0|1200000.0
403913625674|Lenin, Vladimir|125000.0|03/26/11|4000.0|Test2|880.0|0.0|120000.0
404947678057|Chisholm, Melanie|460000.0|03/29/11|8000.0|Test2|3000.0|0.0|430000.0
411419238615|Brown, Melanie|800000.0|03/29/11|12000.0|Test2|8777.0|0.0|685000.0
413493986198|Clapton, Eric|1500000.0|03/26/11|20000.0|Test2|12000.0|0.0|1200000.0
448918320329|Marx, Karl|75000.0|03/26/11|10000.0|Test2|425.0|0.0|50000.0
456424486182|Sweeney, Tim|750000.0|03/26/11|28000.0|Test2|4500.0|0.0|500000.0
527174234695|McLean, A.J.|985000.0|03/26/11|12500.0|Test2|7000.0|0.0|765000.0
529279281969|Lennon, John|120000.0|03/26/11|10000.0|Test2|625.0|0.0|100000.0
545408139371|Molyneux, Peter|750000.0|03/26/11|20000.0|Test2|5555.0|0.0|600000.0
619538167347|Islam, Yusuf|700000.0|03/26/11|10000.0|Test2|4500.0|0.0|640000.0
636575762742|Einstein, Albert|500000.0|03/26/11|10000.0|Test2|5000.0|0.0|400000.0
676259583201|Dorough, Howie|600000.0|03/26/11|10500.0|Test2|4500.0|0.0|530000.0
715249242664|Pitchford, Randall|500000.0|03/26/11|18500.0|Test2|3800.0|0.0|400000.0
722943951142|Littrell, Brian|1000000.0|03/26/11|15000.0|Test2|10000.0|0.0|948000.0
743413663146|Trotsky, Leon|100000.0|03/26/11|5000.0|Test2|850.0|0.0|60000.0
767730912360|Halliwell, Geri|767500.0|03/29/11|11000.0|Test2|9500.0|0.0|735000.0
797505990016|Bunton, Emma|760000.0|03/29/11|13000.0|Test2|12000.0|0.0|630000.0
805557450543|Dijkstra, Edsger|550000.0|03/26/11|12000.0|Test2|3025.0|0.0|425000.0
862940484259|Starkey, Richard|300000.0|03/26/11|14000.0|Test2|2000.0|0.0|200000.0
869915409412|Timberlake, Justin|1400000.0|03/26/11|19000.0|Test2|15000.0|0.0|1150000.0
911782846610|Bleszinski, Clifford|2000000.0|03/26/11|25000.0|Test2|20000.0|0.0|1800000.0
936897841763|Starr, Ringo|500000.0|03/26/11|14000.0|Test2|4000.0|0.0|450000.0
958959542981|Fatone, Joey|600000.0|03/26/11|12000.0|Test2|5450.0|0.0|535000.0
